*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      DEC 02, 2018; 12:33:06
                                                                                
*RUN   1        : 86_01                     RICER046 SSKT0001    1              
 MODEL          : RICER046 - Rice                                               
 EXPERIMENT     : SSKT0001 RI mulation, Thailand                                
 DATA PATH      : C:\DSSAT46\Rice\                                              
 TREATMENT  1   : 86_01                     RICER046                            
  
@YEAR DOY   DAS   DAP  CNAD  GNAD  VNAD  GN%D  VN%D  NUPC  LNAD  SNAD  LN%D  SN%D  SHND  RN%D  SNN0C  SNN1C                                 
 2012 301   123    88  43.3   8.3  35.0  0.71  1.55 945.9  15.4  19.6  1.55  1.55  0.00  1.01  22.31   3.64
 2012 302   124    89  43.3   9.2  34.1  0.72  1.56 945.9  15.3  18.8  1.56  1.56  0.00  1.01  22.83   4.04
 2012 303   125    90  43.3  10.1  33.2  0.74  1.58 945.9  15.3  17.9  1.58  1.58  0.00  1.02  23.35   4.43
 2012 304   126    91  43.3  11.0  32.2  0.75  1.59 945.9  15.2  17.1  1.59  1.59  0.00  1.02  23.87   4.83
 2012 305   127    92  43.3  11.9  31.4  0.76  1.60 945.9  15.1  16.2  1.60  1.60  0.00  1.03  24.39   5.23
 2012 306   128    93  43.3  12.8  30.5  0.78  1.60 945.9  15.0  15.5  1.60  1.60  0.00  1.03  24.91   5.63
 2012 307   129    94  43.3  13.6  29.7  0.79  1.59 945.9  14.8  14.8  1.59  1.59  0.00  1.04  25.43   6.02
 2012 308   130    95  43.3  14.5  28.8  0.81  1.59 945.9  14.7  14.1  1.59  1.59  0.00  1.04  25.96   6.42
 2012 309   131    96  43.3  15.4  27.9  0.82  1.58 945.9  14.5  13.4  1.58  1.58  0.00  1.05  26.48   6.82
 2012 310   132    97  43.3  16.3  27.0  0.84  1.58 945.9  14.4  12.6  1.58  1.58  0.00  1.05  27.00   7.22
 2012 311   133    98  43.3  17.2  26.1  0.85  1.58 945.9  14.2  11.9  1.58  1.58  0.00  1.06  27.52   7.62
 2012 312   134    99  43.3  18.1  25.2  0.86  1.57 945.9  14.0  11.1  1.57  1.57  0.00  1.06  28.04   8.01
 2012 313   135   100  43.3  19.0  24.2  0.87  1.57 945.9  13.9  10.4  1.57  1.57  0.00  1.07  28.57   8.41
 2012 314   136   101  43.3  19.9  23.4  0.89  1.54 945.9  14.0   9.4  1.54  1.54  0.00  1.08  29.09   8.81
 2012 315   137   102  43.3  20.2  23.1  0.90  1.52 945.9  13.8   9.3  1.52  1.52  0.00  1.08  29.61   9.21
 2012 316   138   103  43.3  20.5  22.8  0.90  1.50 945.9  13.6   9.2  1.50  1.50  0.00  1.09  30.14   9.60
 2012 317   139   104  43.3  20.5  22.8  0.90  1.50 945.9  13.6   9.2  1.50  1.50  0.00  1.09  30.14   9.60
 2012 318   140   105  43.3  20.5  22.8  0.90  1.50 945.9  13.6   9.2  1.50  1.50  0.00  1.09  30.14   9.60

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      DEC 02, 2018; 12:33:17
                                                                                
*RUN  28        : 13_01                     RICER046 SSKT0001   28              
 MODEL          : RICER046 - Rice                                               
 EXPERIMENT     : SSKT0001 RI mulation, Thailand                                
 DATA PATH      : C:\DSSAT46\Rice\                                              
 TREATMENT 28   : 13_01                     RICER046                            
  
@YEAR DOY   DAS   DAP  CNAD  GNAD  VNAD  GN%D  VN%D  NUPC  LNAD  SNAD  LN%D  SN%D  SHND  RN%D  SNN0C  SNN1C                                 
 2013 213    35     0   9.5   0.0   9.5  0.00  3.33 947.8   8.5   0.9  3.33  3.33  0.00  0.67   0.00   0.00
 2013 214    36     1  10.8   0.0  10.8  0.00  3.80 949.7   9.7   1.1  3.80  3.80  0.00  1.05   0.00   0.00
 2013 215    37     2  11.3   0.0  11.3  0.00  3.97 950.5  10.2   1.1  3.97  3.97  0.00  1.26   0.01   0.00
 2013 216    38     3  11.3   0.0  11.3  0.00  3.96 950.8  10.2   1.1  3.96  3.96  0.00  1.34   0.02   0.13
 2013 217    39     4  11.3   0.0  11.3  0.00  3.94 951.0  10.2   1.1  3.94  3.94  0.00  1.33   0.02   0.29
 2013 218    40     5  11.3   0.0  11.3  0.00  3.93 951.1  10.2   1.1  3.93  3.93  0.00  1.26   0.03   0.46
 2013 219    41     6  11.3   0.0  11.3  0.00  3.90 951.1  10.2   1.1  3.90  3.90  0.00  1.12   0.04   0.63
 2013 220    42     7  11.3   0.0  11.3  0.00  3.58 951.1   9.8   1.4  3.58  3.58  0.00  1.07   0.04   0.80
 2013 221    43     8  11.5   0.0  11.5  0.00  3.52 951.6   9.9   1.6  3.52  3.52  0.00  1.09   0.05   0.98
 2013 222    44     9  12.3   0.0  12.3  0.00  3.56 952.7  10.3   1.9  3.56  3.56  0.00  1.12   0.05   1.16
 2013 223    45    10  13.2   0.0  13.2  0.00  3.53 953.7  10.8   2.4  3.53  3.53  0.00  1.09   0.06   1.38
 2013 224    46    11  14.3   0.0  14.3  0.00  3.40 954.9  11.3   3.0  3.40  3.40  0.00  1.06   0.07   1.60
 2013 225    47    12  16.1   0.0  16.1  0.00  3.39 956.7  12.3   3.8  3.39  3.39  0.00  1.03   0.07   1.82
 2013 226    48    13  18.4   0.0  18.4  0.00  3.38 959.2  13.5   4.9  3.38  3.38  0.00  1.03   0.08   2.04
 2013 227    49    14  20.6   0.0  20.6  0.00  3.37 961.6  14.7   5.9  3.37  3.37  0.00  1.03   0.09   2.28
 2013 228    50    15  23.5   0.0  23.5  0.00  3.33 964.7  16.3   7.2  3.33  3.33  0.00  1.03   0.09   2.53
 2013 229    51    16  25.5   0.0  25.5  0.00  3.14 966.9  17.2   8.3  3.14  3.14  0.00  1.01   0.10   2.53
 2013 230    52    17  26.8   0.0  26.8  0.00  2.89 968.3  17.6   9.2  2.89  2.89  0.00  0.97   0.12   2.53
 2013 231    53    18  27.7   0.0  27.7  0.00  2.63 969.2  17.8   9.9  2.63  2.63  0.00  0.92   0.15   2.53
 2013 232    54    19  28.3   0.0  28.3  0.00  2.52 969.8  17.7  10.5  2.52  2.52  0.00  0.90   0.19   2.53
 2013 233    55    20  28.5   0.0  28.5  0.00  2.41 970.1  17.5  11.0  2.41  2.41  0.00  0.88   0.23   2.53
 2013 234    56    21  28.7   0.0  28.7  0.00  2.32 970.3  17.2  11.5  2.32  2.32  0.00  0.86   0.29   2.53
 2013 235    57    22  29.4   0.0  29.4  0.00  2.24 971.0  17.2  12.2  2.24  2.24  0.00  0.85   0.36   2.53
 2013 236    58    23  29.6   0.0  29.6  0.00  2.16 971.2  16.9  12.7  2.16  2.16  0.00  0.83   0.43   2.53
 2013 237    59    24  30.2   0.0  30.2  0.00  2.11 971.8  16.8  13.3  2.11  2.11  0.00  0.82   0.52   2.53
 2013 238    60    25  30.4   0.0  30.4  0.00  2.06 972.1  16.7  13.7  2.06  2.06  0.00  0.81   0.61   2.53
 2013 239    61    26  31.1   0.0  31.1  0.00  2.04 972.8  16.7  14.3  2.04  2.04  0.00  0.81   0.71   2.53
 2013 240    62    27  31.4   0.0  31.4  0.00  1.99 973.2  16.6  14.8  1.99  1.99  0.00  0.80   0.82   2.53
 2013 241    63    28  31.7   0.0  31.7  0.00  1.95 973.4  16.5  15.2  1.95  1.95  0.00  0.79   0.94   2.53
 2013 242    64    29  31.9   0.0  31.9  0.00  1.90 973.6  16.3  15.6  1.90  1.90  0.00  0.78   1.07   2.53
 2013 243    65    30  32.6   0.0  32.6  0.00  1.89 974.4  16.3  16.3  1.89  1.89  0.00  0.78   1.21   2.53
 2013 244    66    31  32.9   0.0  32.9  0.00  1.84 974.7  16.1  16.7  1.84  1.84  0.00  0.77   1.36   2.53
 2013 245    67    32  33.2   0.0  33.2  0.00  1.82 975.1  16.1  17.2  1.82  1.82  0.00  0.76   1.52   2.53
 2013 246    68    33  33.7   0.0  33.7  0.00  1.79 975.5  16.0  17.6  1.79  1.79  0.00  0.76   1.68   2.53
 2013 247    69    34  34.1   0.0  34.1  0.00  1.77 976.0  16.0  18.1  1.77  1.77  0.00  0.75   1.86   2.53
 2013 248    70    35  35.0   0.0  35.0  0.00  1.78 977.0  16.2  18.8  1.78  1.78  0.00  0.76   2.04   2.53
 2013 249    71    36  35.5   0.0  35.5  0.00  1.76 977.5  16.2  19.3  1.76  1.76  0.00  0.75   2.23   2.53
 2013 250    72    37  35.9   0.0  35.9  0.00  1.74 978.0  16.1  19.8  1.74  1.74  0.00  0.75   2.43   2.53
 2013 251    73    38  36.1   0.0  36.1  0.00  1.72 978.2  16.1  20.1  1.72  1.72  0.00  0.75   2.64   2.53
 2013 252    74    39  36.2   0.0  36.2  0.00  1.70 978.3  15.9  20.3  1.70  1.70  0.00  0.74   2.86   2.53
 2013 253    75    40  36.4   0.0  36.4  0.00  1.67 978.4  15.8  20.6  1.67  1.67  0.00  0.74   3.09   2.53
 2013 254    76    41  36.4   0.0  36.4  0.00  1.64 978.4  15.6  20.8  1.64  1.64  0.00  0.73   3.32   2.53
 2013 255    77    42  36.4   0.0  36.4  0.00  1.62 978.4  15.4  20.9  1.62  1.62  0.00  0.73   3.57   2.53
 2013 256    78    43  36.4   0.0  36.4  0.00  1.60 978.4  15.3  21.0  1.60  1.60  0.00  0.73   3.82   2.53
 2013 257    79    44  36.4   0.0  36.4  0.00  1.58 978.4  15.1  21.2  1.58  1.58  0.00  0.73   4.08   2.53
 2013 258    80    45  36.4   0.0  36.4  0.00  1.56 978.4  15.0  21.4  1.56  1.56  0.00  0.73   4.35   2.53
 2013 259    81    46  36.4   0.0  36.4  0.00  1.54 978.4  14.9  21.5  1.54  1.54  0.00  0.73   4.63   2.53
 2013 260    82    47  36.4   0.0  36.4  0.00  1.53 978.4  14.7  21.6  1.53  1.53  0.00  0.73   4.92   2.53
 2013 261    83    48  36.9   0.0  36.9  0.00  1.54 979.0  14.9  22.0  1.54  1.54  0.00  0.74   5.21   2.53
 2013 262    84    49  36.9   0.0  36.9  0.00  1.52 979.0  14.8  22.1  1.52  1.52  0.00  0.74   5.52   2.53
 2013 263    85    50  36.9   0.0  36.9  0.00  1.51 979.0  14.7  22.3  1.51  1.51  0.00  0.75   5.83   2.53
 2013 264    86    51  36.9   0.0  36.9  0.00  1.50 979.0  14.6  22.4  1.50  1.50  0.00  0.75   6.15   2.53
 2013 265    87    52  36.9   0.0  36.9  0.00  1.49 979.0  14.4  22.5  1.49  1.49  0.00  0.75   6.48   2.53
 2013 266    88    53  36.9   0.0  36.9  0.00  1.47 979.0  14.3  22.6  1.47  1.47  0.00  0.76   6.81   2.53
 2013 267    89    54  36.9   0.0  36.9  0.00  1.46 979.0  14.2  22.7  1.46  1.46  0.00  0.76   7.16   2.53
 2013 268    90    55  36.9   0.0  36.9  0.00  1.44 979.0  14.1  22.8  1.44  1.44  0.00  0.76   7.51   2.53
 2013 269    91    56  36.9   0.0  36.9  0.00  1.43 979.0  14.0  22.9  1.43  1.43  0.00  0.76   7.87   2.53
 2013 270    92    57  36.9   0.0  36.9  0.00  1.41 979.0  13.8  23.1  1.41  1.41  0.00  0.76   8.24   2.53
 2013 271    93    58  36.9   0.0  36.9  0.00  1.40 979.0  13.7  23.2  1.40  1.40  0.00  0.76   8.62   2.53
 2013 272    94    59  36.9   0.0  36.9  0.00  1.38 979.0  13.6  23.3  1.38  1.38  0.00  0.76   9.00   2.53
 2013 273    95    60  36.9   0.0  36.9  0.00  1.37 979.0  13.5  23.4  1.37  1.37  0.00  0.76   9.39   2.53
 2013 274    96    61  37.6   0.0  37.6  0.00  1.38 979.7  13.6  24.0  1.38  1.38  0.00  0.77   9.79   2.53
 2013 275    97    62  38.2   0.0  38.2  0.00  1.39 980.4  13.7  24.5  1.39  1.39  0.00  0.78  10.20   2.53
 2013 276    98    63  38.5   0.0  38.5  0.00  1.38 980.6  13.7  24.8  1.38  1.38  0.00  0.78  10.61   2.53
 2013 277    99    64  38.7   0.0  38.7  0.00  1.37 980.9  13.6  25.1  1.37  1.37  0.00  0.78  11.04   2.53
 2013 278   100    65  39.0   0.0  39.0  0.00  1.37 981.2  13.6  25.4  1.37  1.37  0.00  0.79  11.47   2.53
 2013 279   101    66  39.4   0.0  39.4  0.00  1.37 981.6  13.7  25.7  1.37  1.37  0.00  0.79  11.90   2.53
 2013 280   102    67  39.7   0.0  39.7  0.00  1.37 982.0  13.7  26.1  1.37  1.37  0.00  0.79  12.35   2.53
 2013 281   103    68  40.0   0.0  40.0  0.00  1.36 982.2  13.6  26.4  1.36  1.36  0.00  0.79  12.80   2.53
 2013 282   104    69  40.3   0.0  40.3  0.00  1.35 982.6  13.6  26.7  1.35  1.35  0.00  0.80  13.27   2.53
 2013 283   105    70  40.5   0.0  40.5  0.00  1.34 982.7  13.5  26.9  1.34  1.34  0.00  0.80  13.74   2.53
 2013 284   106    71  40.8   0.0  40.8  0.00  1.34 983.1  13.5  27.3  1.34  1.34  0.00  0.80  14.21   2.53
 2013 285   107    72  40.9   0.0  40.9  0.00  1.32 983.2  13.4  27.5  1.32  1.32  0.00  0.80  14.70   2.53
 2013 286   108    73  40.9   0.0  40.9  0.00  1.31 983.2  13.3  27.6  1.31  1.31  0.00  0.80  15.19   2.53
 2013 287   109    74  40.9   0.0  40.9  0.00  1.30 983.2  13.2  27.8  1.30  1.30  0.00  0.80  15.69   2.53
 2013 288   110    75  40.9   0.0  40.9  0.00  1.29 983.2  13.1  27.8  1.29  1.29  0.00  0.80  16.20   2.53
 2013 289   111    76  40.9   0.0  40.9  0.00  1.28 983.2  13.0  27.9  1.28  1.28  0.00  0.81  16.72   2.53
 2013 290   112    77  40.9   0.0  40.9  0.00  1.27 983.2  12.9  28.0  1.27  1.27  0.00  0.81  17.25   2.53
 2013 291   113    78  41.1   0.0  41.1  0.00  1.26 983.4  12.9  28.2  1.26  1.26  0.00  0.81  17.79   2.53
 2013 292   114    79  41.2   0.0  41.2  0.00  1.26 983.5  12.8  28.4  1.26  1.26  0.00  0.81  18.34   2.53
 2013 293   115    80  41.4   0.0  41.4  0.00  1.26 983.8  12.8  28.6  1.26  1.26  0.00  0.82  18.89   2.53
 2013 294   116    81  41.6   0.0  41.6  0.00  1.25 983.9  12.8  28.8  1.25  1.25  0.00  0.82  19.45   2.53
 2013 295   117    82  41.6   0.0  41.6  0.00  1.24 983.9  12.7  28.9  1.24  1.24  0.00  0.82  20.01   2.53
 2013 296   118    83  41.6   0.0  41.6  0.00  1.23 983.9  12.6  29.0  1.23  1.23  0.00  0.83  20.56   2.53
 2013 297   119    84  41.6   0.0  41.6  0.00  1.22 983.9  12.5  29.1  1.22  1.22  0.00  0.83  21.12   2.53
 2013 298   120    85  41.6   0.0  41.6  0.00  1.22 983.9  12.4  29.2  1.22  1.22  0.00  0.83  21.68   2.53
 2013 299   121    86  41.6   0.0  41.6  0.00  1.21 983.9  12.3  29.2  1.21  1.21  0.00  0.83  22.24   2.53
 2013 300   122    87  41.6   7.5  34.1  0.61  1.52 983.9  15.5  18.6  1.52  1.52  0.00  0.83  22.80   2.53
 2013 301   123    88  41.6   7.5  34.1  0.61  1.49 983.9  15.2  18.8  1.49  1.49  0.00  0.84  23.36   2.53
 2013 302   124    89  41.6   7.6  34.0  0.61  1.46 983.9  15.0  19.1  1.46  1.46  0.00  0.84  23.92   2.53
 2013 303   125    90  41.6   7.6  34.0  0.61  1.44 983.9  14.7  19.3  1.44  1.44  0.00  0.84  24.48   2.53
 2013 304   126    91  41.6   8.5  33.0  0.63  1.44 983.9  14.6  18.4  1.44  1.44  0.00  0.84  25.05   2.53
 2013 305   127    92  41.5   9.5  32.1  0.66  1.44 984.4  14.4  17.6  1.44  1.44  0.00  0.94  25.61   2.88
 2013 306   128    93  41.5  10.4  31.1  0.67  1.44 984.8  14.3  16.8  1.44  1.44  0.00  1.01  26.17   3.26
 2013 307   129    94  41.5  11.3  30.2  0.69  1.43 984.8  14.1  16.1  1.43  1.43  0.00  1.01  26.73   3.68
 2013 308   130    95  41.5  12.3  29.2  0.71  1.42 984.8  13.9  15.4  1.42  1.42  0.00  1.02  27.29   4.09
 2013 309   131    96  41.5  13.2  28.3  0.73  1.42 984.8  13.7  14.6  1.42  1.42  0.00  1.02  27.86   4.51
 2013 310   132    97  41.5  14.1  27.4  0.74  1.42 984.8  13.6  13.8  1.42  1.42  0.00  1.02  28.42   4.92
 2013 311   133    98  41.5  15.0  26.5  0.76  1.42 984.8  13.4  13.1  1.42  1.42  0.00  1.03  28.98   5.33
 2013 312   134    99  41.5  16.0  25.5  0.77  1.41 984.8  13.2  12.3  1.41  1.41  0.00  1.03  29.55   5.75
 2013 313   135   100  41.5  16.9  24.6  0.79  1.40 984.8  13.0  11.6  1.40  1.40  0.00  1.04  30.11   6.16
 2013 314   136   101  41.5  17.8  23.7  0.80  1.40 984.8  12.9  10.8  1.40  1.40  0.00  1.05  30.68   6.58
 2013 315   137   102  41.5  18.8  22.7  0.81  1.39 984.8  12.7  10.0  1.39  1.39  0.00  1.05  31.24   6.99
 2013 316   138   103  41.5  19.8  21.8  0.83  1.39 984.8  12.5   9.2  1.39  1.39  0.00  1.06  31.80   7.41
 2013 317   139   104  41.5  20.1  21.4  0.83  1.38 984.8  12.9   8.6  1.38  1.38  0.00  1.06  32.37   7.82
 2013 318   140   105  41.5  20.4  21.1  0.84  1.36 984.8  12.7   8.4  1.36  1.36  0.00  1.07  32.93   8.23
 2013 319   141   106  41.5  20.7  20.8  0.84  1.34 984.8  12.5   8.3  1.34  1.34  0.00  1.08  33.50   8.65
 2013 320   142   107  41.5  20.7  20.8  0.84  1.34 984.8  12.5   8.3  1.34  1.34  0.00  1.08  33.50   8.65
 2013 321   143   108  41.5  20.7  20.8  0.84  1.34 984.8  12.5   8.3  1.34  1.34  0.00  1.08  33.50   8.65

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      DEC 02, 2018; 12:33:17
                                                                                
*RUN  29        : 14_01                     RICER046 SSKT0001   29              
 MODEL          : RICER046 - Rice                                               
 EXPERIMENT     : SSKT0001 RI mulation, Thailand                                
 DATA PATH      : C:\DSSAT46\Rice\                                              
 TREATMENT 29   : 14_01                     RICER046                            
  
@YEAR DOY   DAS   DAP  CNAD  GNAD  VNAD  GN%D  VN%D  NUPC  LNAD  SNAD  LN%D  SN%D  SHND  RN%D  SNN0C  SNN1C                                 
 2014 213    35     0   9.3   0.0   9.3  0.00  3.26 986.3   8.3   0.9  3.26  3.26  0.00  0.57   0.00   0.00
 2014 214    36     1  10.3   0.0  10.3  0.00  3.63 987.9   9.3   1.0  3.63  3.63  0.00  0.91   0.00   0.00
 2014 215    37     2  11.3   0.0  11.3  0.00  3.96 989.4  10.1   1.1  3.96  3.96  0.00  1.25   0.01   0.00
 2014 216    38     3  11.3   0.0  11.3  0.00  3.95 989.5  10.1   1.1  3.95  3.95  0.00  1.24   0.02   0.13
 2014 217    39     4  11.3   0.0  11.3  0.00  3.93 989.6  10.1   1.1  3.93  3.93  0.00  1.15   0.02   0.27
 2014 218    40     5  11.3   0.0  11.3  0.00  3.91 989.6  10.1   1.1  3.91  3.91  0.00  1.02   0.03   0.27
 2014 219    41     6  11.3   0.0  11.3  0.00  3.89 989.6  10.1   1.1  3.89  3.89  0.00  0.91   0.04   0.27
 2014 220    42     7  11.3   0.0  11.3  0.00  3.74 989.6  10.0   1.3  3.74  3.74  0.00  0.86   0.04   0.27
 2014 221    43     8  11.3   0.0  11.3  0.00  3.44 989.6   9.7   1.6  3.44  3.44  0.00  0.82   0.05   0.27
 2014 222    44     9  11.3   0.0  11.3  0.00  3.24 989.6   9.5   1.8  3.24  3.24  0.00  0.76   0.06   0.27
 2014 223    45    10  11.3   0.0  11.3  0.00  3.07 989.6   9.3   2.0  3.07  3.07  0.00  0.70   0.07   0.27
 2014 224    46    11  11.3   0.0  11.3  0.00  2.62 989.6   8.8   2.4  2.62  2.62  0.00  0.67   0.08   0.27
 2014 225    47    12  11.3   0.0  11.3  0.00  2.35 989.6   8.3   2.9  2.35  2.35  0.00  0.65   0.10   0.27
 2014 226    48    13  11.3   0.0  11.3  0.00  2.21 989.6   8.0   3.2  2.21  2.21  0.00  0.64   0.12   0.27
 2014 227    49    14  11.3   0.0  11.3  0.00  2.11 989.6   7.8   3.4  2.11  2.11  0.00  0.64   0.15   0.27
 2014 228    50    15  11.3   0.0  11.3  0.00  1.97 989.6   7.5   3.8  1.97  1.97  0.00  0.63   0.18   0.27
 2014 229    51    16  11.3   0.0  11.3  0.00  1.87 989.6   7.2   4.0  1.87  1.87  0.00  0.62   0.21   0.27
 2014 230    52    17  11.3   0.0  11.3  0.00  1.79 989.6   7.0   4.2  1.79  1.79  0.00  0.61   0.24   0.27
 2014 231    53    18  11.3   0.0  11.3  0.00  1.72 989.6   6.8   4.4  1.72  1.72  0.00  0.61   0.28   0.27
 2014 232    54    19  11.3   0.0  11.3  0.00  1.69 989.6   6.7   4.5  1.69  1.69  0.00  0.61   0.32   0.27
 2014 233    55    20  11.3   0.0  11.3  0.00  1.65 989.6   6.6   4.7  1.65  1.65  0.00  0.60   0.36   0.27
 2014 234    56    21  11.5   0.0  11.5  0.00  1.64 990.0   6.6   4.9  1.64  1.64  0.00  0.61   0.41   0.27
 2014 235    57    22  11.5   0.0  11.5  0.00  1.61 990.0   6.5   5.0  1.61  1.61  0.00  0.61   0.46   0.27
 2014 236    58    23  11.8   0.0  11.8  0.00  1.61 990.3   6.5   5.3  1.61  1.61  0.00  0.62   0.51   0.27
 2014 237    59    24  11.8   0.0  11.8  0.00  1.58 990.3   6.5   5.4  1.58  1.58  0.00  0.62   0.57   0.27
 2014 238    60    25  12.2   0.0  12.2  0.00  1.60 990.6   6.6   5.6  1.60  1.60  0.00  0.63   0.63   0.27
 2014 239    61    26  12.2   0.0  12.2  0.00  1.58 990.7   6.5   5.7  1.58  1.58  0.00  0.63   0.69   0.27
 2014 240    62    27  12.2   0.0  12.2  0.00  1.56 990.7   6.4   5.8  1.56  1.56  0.00  0.63   0.75   0.27
 2014 241    63    28  12.6   0.0  12.6  0.00  1.58 991.1   6.5   6.0  1.58  1.58  0.00  0.64   0.82   0.27
 2014 242    64    29  12.6   0.0  12.6  0.00  1.56 991.1   6.5   6.1  1.56  1.56  0.00  0.64   0.89   0.27
 2014 243    65    30  12.6   0.0  12.6  0.00  1.54 991.2   6.4   6.2  1.54  1.54  0.00  0.64   0.97   0.27
 2014 244    66    31  12.7   0.0  12.7  0.00  1.54 991.2   6.4   6.3  1.54  1.54  0.00  0.65   1.04   0.27
 2014 245    67    32  12.7   0.0  12.7  0.00  1.51 991.2   6.3   6.3  1.51  1.51  0.00  0.65   1.12   0.27
 2014 246    68    33  13.0   0.0  13.0  0.00  1.53 991.5   6.4   6.6  1.53  1.53  0.00  0.66   1.20   0.27
 2014 247    69    34  13.0   0.0  13.0  0.00  1.50 991.5   6.3   6.7  1.50  1.50  0.00  0.66   1.29   0.27
 2014 248    70    35  13.0   0.0  13.0  0.00  1.48 991.5   6.3   6.7  1.48  1.48  0.00  0.66   1.38   0.27
 2014 249    71    36  13.0   0.0  13.0  0.00  1.46 991.5   6.2   6.8  1.46  1.46  0.00  0.66   1.47   0.27
 2014 250    72    37  13.0   0.0  13.0  0.00  1.45 991.5   6.2   6.8  1.45  1.45  0.00  0.66   1.56   0.27
 2014 251    73    38  13.0   0.0  13.0  0.00  1.43 991.5   6.1   6.9  1.43  1.43  0.00  0.66   1.66   0.27
 2014 252    74    39  13.0   0.0  13.0  0.00  1.42 991.5   6.0   6.9  1.42  1.42  0.00  0.66   1.76   0.27
 2014 253    75    40  13.0   0.0  13.0  0.00  1.40 991.5   6.0   7.0  1.40  1.40  0.00  0.66   1.86   0.27
 2014 254    76    41  13.3   0.0  13.3  0.00  1.42 991.9   6.1   7.2  1.42  1.42  0.00  0.67   1.97   0.27
 2014 255    77    42  13.3   0.0  13.3  0.00  1.41 991.9   6.1   7.2  1.41  1.41  0.00  0.68   2.08   0.27
 2014 256    78    43  13.3   0.0  13.3  0.00  1.40 991.9   6.0   7.3  1.40  1.40  0.00  0.68   2.19   0.27
 2014 257    79    44  13.3   0.0  13.3  0.00  1.39 991.9   6.0   7.3  1.39  1.39  0.00  0.69   2.30   0.27
 2014 258    80    45  13.3   0.0  13.3  0.00  1.38 991.9   5.9   7.4  1.38  1.38  0.00  0.69   2.42   0.27
 2014 259    81    46  13.3   0.0  13.3  0.00  1.37 991.9   5.9   7.4  1.37  1.37  0.00  0.69   2.54   0.27
 2014 260    82    47  13.3   0.0  13.3  0.00  1.36 991.9   5.8   7.4  1.36  1.36  0.00  0.70   2.66   0.27
 2014 261    83    48  13.3   0.0  13.3  0.00  1.35 991.9   5.8   7.5  1.35  1.35  0.00  0.70   2.79   0.27
 2014 262    84    49  13.3   0.0  13.3  0.00  1.34 991.9   5.8   7.5  1.34  1.34  0.00  0.71   2.92   0.27
 2014 263    85    50  13.3   0.0  13.3  0.00  1.33 991.9   5.7   7.6  1.33  1.33  0.00  0.71   3.05   0.27
 2014 264    86    51  13.3   0.0  13.3  0.00  1.32 991.9   5.7   7.6  1.32  1.32  0.00  0.71   3.18   0.27
 2014 265    87    52  13.3   0.0  13.3  0.00  1.31 991.9   5.6   7.6  1.31  1.31  0.00  0.72   3.32   0.27
 2014 266    88    53  13.3   0.0  13.3  0.00  1.30 991.9   5.6   7.7  1.30  1.30  0.00  0.72   3.46   0.27
 2014 267    89    54  13.3   0.0  13.3  0.00  1.29 991.9   5.6   7.7  1.29  1.29  0.00  0.73   3.60   0.27
 2014 268    90    55  13.3   0.0  13.3  0.00  1.29 991.9   5.5   7.7  1.29  1.29  0.00  0.73   3.74   0.27
 2014 269    91    56  13.3   0.0  13.3  0.00  1.28 991.9   5.5   7.8  1.28  1.28  0.00  0.74   3.89   0.27
 2014 270    92    57  13.3   0.0  13.3  0.00  1.27 991.9   5.5   7.8  1.27  1.27  0.00  0.74   4.04   0.27
 2014 271    93    58  13.3   0.0  13.3  0.00  1.26 991.9   5.4   7.9  1.26  1.26  0.00  0.74   4.19   0.27
 2014 272    94    59  13.4   0.0  13.4  0.00  1.26 991.9   5.4   7.9  1.26  1.26  0.00  0.75   4.34   0.27
 2014 273    95    60  13.4   0.0  13.4  0.00  1.25 992.0   5.4   8.0  1.25  1.25  0.00  0.75   4.50   0.27
