*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      DEC 02, 2018; 12:33:06
                                                                                
*RUN   1        : 86_01                     RICER046 SSKT0001    1              
 MODEL          : RICER046 - Rice                                               
 EXPERIMENT     : SSKT0001 RI mulation, Thailand                                
 DATA PATH      : C:\DSSAT46\Rice\                                              
 TREATMENT  1   : 86_01                     RICER046                            
  
@YEAR DOY   DAS   DAP  CNAD  GNAD  VNAD  GN%D  VN%D  NUPC  LNAD  SNAD  LN%D  SN%D  SHND  RN%D  SNN0C  SNN1C                                 
 1991 300   122    59  13.8   0.0  13.8  0.00  1.34 *****   5.3   8.5  1.34  1.34  0.00  0.59   4.72   0.00
 1991 301   123    60  14.2   0.0  14.2  0.00  1.36 *****   5.4   8.8  1.36  1.36  0.00  0.63   4.87   0.00
 1991 302   124    61  14.4   0.0  14.4  0.00  1.35 *****   5.4   9.0  1.35  1.35  0.00  0.65   5.03   0.00
 1991 303   125    62  14.8   0.0  14.8  0.00  1.38 *****   5.5   9.3  1.38  1.38  0.00  0.70   5.18   0.00
 1991 304   126    63  15.0   0.0  15.0  0.00  1.38 *****   5.5   9.5  1.38  1.38  0.00  0.72   5.34   0.00
 1991 305   127    64  15.3   0.0  15.3  0.00  1.38 *****   5.5   9.8  1.38  1.38  0.00  0.76   5.50   0.00
 1991 306   128    65  15.6   0.0  15.6  0.00  1.39 *****   5.6  10.0  1.39  1.39  0.00  0.79   5.66   0.00
 1991 307   129    66  15.8   0.0  15.8  0.00  1.39 *****   5.5  10.3  1.39  1.39  0.00  0.82   5.82   0.00
 1991 308   130    67  16.0   0.0  16.0  0.00  1.38 *****   5.5  10.5  1.38  1.38  0.00  0.85   5.98   0.00
 1991 309   131    68  16.3   0.0  16.3  0.00  1.38 *****   5.5  10.8  1.38  1.38  0.00  0.88   6.14   0.00
 1991 310   132    69  16.7   3.7  13.0  0.87  1.69 *****   6.8   6.3  1.69  1.69  0.00  0.92   6.29   0.00
 1991 311   133    70  17.0   4.0  13.0  0.92  1.67 *****   6.7   6.3  1.67  1.67  0.00  1.01   6.45   0.21
 1991 312   134    71  17.3   4.3  13.0  0.96  1.66 *****   6.6   6.4  1.66  1.66  0.00  1.01   6.61   0.43
 1991 313   135    72  17.5   4.5  13.0  1.00  1.65 *****   6.6   6.4  1.65  1.65  0.00  1.02   6.77   0.65
 1991 314   136    73  17.8   4.8  13.0  1.03  1.64 *****   6.5   6.4  1.64  1.64  0.00  1.02   6.93   0.88
 1991 315   137    74  18.1   5.1  13.0  1.04  1.66 *****   6.6   6.4  1.66  1.66  0.00  1.03   7.09   1.10
 1991 316   138    75  18.3   5.3  13.0  1.04  1.67 *****   6.6   6.4  1.67  1.67  0.00  1.03   7.25   1.32
 1991 317   139    76  18.6   5.6  13.0  1.05  1.68 *****   6.7   6.3  1.68  1.68  0.00  1.03   7.41   1.55
 1991 318   140    77  18.8   5.8  13.0  1.06  1.69 *****   6.7   6.3  1.69  1.69  0.00  1.04   7.57   1.77
 1991 319   141    78  19.1   6.1  13.0  1.07  1.69 *****   6.7   6.3  1.69  1.69  0.00  1.04   7.73   1.99
 1991 320   142    79  19.3   6.4  13.0  1.08  1.70 *****   6.7   6.3  1.70  1.70  0.00  1.05   7.89   2.22
 1991 321   143    80  19.6   6.6  13.0  1.09  1.71 *****   6.7   6.2  1.71  1.71  0.00  1.05   8.05   2.44
 1991 322   144    81  19.9   6.9  13.0  1.10  1.72 *****   6.8   6.2  1.72  1.72  0.00  1.06   8.21   2.66
 1991 323   145    82  20.1   7.1  13.0  1.11  1.73 *****   6.8   6.2  1.73  1.73  0.00  1.06   8.38   2.89
 1991 324   146    83  20.4   7.4  13.0  1.12  1.73 *****   6.8   6.2  1.73  1.73  0.00  1.07   8.54   3.11
 1991 325   147    84  20.6   7.7  13.0  1.13  1.74 *****   6.8   6.2  1.74  1.74  0.00  1.07   8.70   3.34
 1991 326   148    85  20.9   7.9  13.0  1.14  1.76 *****   6.9   6.1  1.76  1.76  0.00  1.08   8.86   3.56
 1991 327   149    86  21.2   8.2  13.0  1.15  1.78 *****   6.9   6.1  1.78  1.78  0.00  1.08   9.02   3.78
 1991 328   150    87  21.5   8.5  13.0  1.15  1.80 *****   7.0   6.0  1.80  1.80  0.00  1.09   9.18   4.01
 1991 329   151    88  21.7   8.7  13.0  1.16  1.81 *****   7.0   6.0  1.81  1.81  0.00  1.09   9.35   4.23
 1991 330   152    89  22.0   9.0  13.0  1.17  1.83 *****   7.1   5.9  1.83  1.83  0.00  1.10   9.51   4.45
 1991 331   153    90  22.3   9.3  13.0  1.18  1.86 *****   7.1   5.8  1.86  1.86  0.00  1.11   9.67   4.68
 1991 332   154    91  22.5   9.5  13.0  1.20  1.86 *****   7.1   5.8  1.86  1.86  0.00  1.11   9.83   4.90
 1991 333   155    92  22.5   9.5  13.0  1.20  1.86 *****   7.1   5.8  1.86  1.86  0.00  1.11   9.83   4.90
 1991 334   156    93  22.5   9.5  13.0  1.20  1.86 *****   7.1   5.8  1.86  1.86  0.00  1.11   9.83   4.90

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      DEC 02, 2018; 12:33:58
                                                                                
*RUN 135        : 92_05                     RICER046 SSKT0005    7              
 MODEL          : RICER046 - Rice                                               
 EXPERIMENT     : SSKT0005 RI mulation, Thailand                                
 DATA PATH      : C:\DSSAT46\Rice\                                              
 TREATMENT  7   : 92_05                     RICER046                            
  
@YEAR DOY   DAS   DAP  CNAD  GNAD  VNAD  GN%D  VN%D  NUPC  LNAD  SNAD  LN%D  SN%D  SHND  RN%D  SNN0C  SNN1C                                 
 1992 241    63     0   9.2   0.0   9.2  0.00  2.87 *****   8.3   0.9  2.87  2.87  0.00  0.25   0.00   0.00
 1992 242    64     1   9.2   0.0   9.2  0.00  2.87 *****   8.3   0.9  2.87  2.87  0.00  0.24   0.00   0.00
 1992 243    65     2   9.2   0.0   9.2  0.00  2.87 *****   8.3   0.9  2.87  2.87  0.00  0.23   0.01   0.00
 1992 244    66     3   9.2   0.0   9.2  0.00  2.87 *****   8.3   0.9  2.87  2.87  0.00  0.21   0.02   0.00
 1992 245    67     4   9.2   0.0   9.2  0.00  2.87 *****   8.3   0.9  2.87  2.87  0.00  0.20   0.03   0.00
 1992 246    68     5   9.2   0.0   9.2  0.00  2.86 *****   8.3   0.9  2.86  2.86  0.00  0.19   0.04   0.00
 1992 247    69     6   9.2   0.0   9.2  0.00  2.86 *****   8.3   0.9  2.86  2.86  0.00  0.18   0.06   0.00
 1992 248    70     7   9.2   0.0   9.2  0.00  2.76 *****   8.1   1.1  2.76  2.76  0.00  0.17   0.08   0.00
 1992 249    71     8   9.2   0.0   9.2  0.00  2.59 *****   7.9   1.3  2.59  2.59  0.00  0.16   0.10   0.00
 1992 250    72     9   9.2   0.0   9.2  0.00  2.49 *****   7.7   1.5  2.49  2.49  0.00  0.16   0.13   0.00
 1992 251    73    10   9.2   0.0   9.2  0.00  2.32 *****   7.4   1.8  2.32  2.32  0.00  0.15   0.16   0.00
 1992 252    74    11   9.2   0.0   9.2  0.00  2.18 *****   7.1   2.1  2.18  2.18  0.00  0.15   0.19   0.00
 1992 253    75    12   9.2   0.0   9.2  0.00  2.08 *****   6.9   2.3  2.08  2.08  0.00  0.15   0.23   0.00
 1992 254    76    13   9.2   0.0   9.2  0.00  1.96 *****   6.6   2.6  1.96  1.96  0.00  0.15   0.26   0.00
 1992 255    77    14   9.2   0.0   9.2  0.00  1.87 *****   6.4   2.8  1.87  1.87  0.00  0.15   0.30   0.00
 1992 256    78    15   9.2   0.0   9.2  0.00  1.79 *****   6.2   3.0  1.79  1.79  0.00  0.15   0.34   0.00
 1992 257    79    16   9.2   0.0   9.2  0.00  1.74 *****   6.1   3.1  1.74  1.74  0.00  0.15   0.39   0.00
 1992 258    80    17   9.2   0.0   9.2  0.00  1.71 *****   6.0   3.2  1.71  1.71  0.00  0.15   0.43   0.00
 1992 259    81    18   9.2   0.0   9.2  0.00  1.66 *****   5.9   3.3  1.66  1.66  0.00  0.15   0.48   0.00
 1992 260    82    19   9.2   0.0   9.2  0.00  1.62 *****   5.8   3.4  1.62  1.62  0.00  0.15   0.54   0.00
 1992 261    83    20   9.2   0.0   9.2  0.00  1.59 *****   5.7   3.5  1.59  1.59  0.00  0.15   0.59   0.00
 1992 262    84    21   9.2   0.0   9.2  0.00  1.55 *****   5.6   3.6  1.55  1.55  0.00  0.15   0.65   0.00
 1992 263    85    22   9.2   0.0   9.2  0.00  1.53 *****   5.5   3.7  1.53  1.53  0.00  0.15   0.70   0.00
 1992 264    86    23   9.2   0.0   9.2  0.00  1.52 *****   5.5   3.7  1.52  1.52  0.00  0.15   0.76   0.00
 1992 265    87    24   9.2   0.0   9.2  0.00  1.50 *****   5.4   3.8  1.50  1.50  0.00  0.15   0.83   0.00
 1992 266    88    25   9.2   0.0   9.2  0.00  1.48 *****   5.4   3.8  1.48  1.48  0.00  0.15   0.89   0.00
 1992 267    89    26   9.2   0.0   9.2  0.00  1.47 *****   5.3   3.9  1.47  1.47  0.00  0.15   0.96   0.00
 1992 268    90    27   9.2   0.0   9.2  0.00  1.45 *****   5.3   3.9  1.45  1.45  0.00  0.15   1.03   0.00
 1992 269    91    28   9.4   0.0   9.4  0.00  1.47 *****   5.3   4.1  1.47  1.47  0.00  0.17   1.10   0.00
 1992 270    92    29   9.4   0.0   9.4  0.00  1.45 *****   5.3   4.1  1.45  1.45  0.00  0.17   1.18   0.00
 1992 271    93    30   9.4   0.0   9.4  0.00  1.43 *****   5.2   4.2  1.43  1.43  0.00  0.17   1.25   0.00
 1992 272    94    31   9.4   0.0   9.4  0.00  1.41 *****   5.1   4.3  1.41  1.41  0.00  0.17   1.33   0.00
 1992 273    95    32   9.4   0.0   9.4  0.00  1.40 *****   5.1   4.3  1.40  1.40  0.00  0.18   1.41   0.00
 1992 274    96    33   9.5   0.0   9.5  0.00  1.39 *****   5.1   4.4  1.39  1.39  0.00  0.18   1.49   0.00
 1992 275    97    34   9.5   0.0   9.5  0.00  1.37 *****   5.0   4.5  1.37  1.37  0.00  0.18   1.58   0.00
 1992 276    98    35   9.5   0.0   9.5  0.00  1.36 *****   5.0   4.5  1.36  1.36  0.00  0.19   1.66   0.00
 1992 277    99    36   9.8   0.0   9.8  0.00  1.39 *****   5.1   4.7  1.39  1.39  0.00  0.21   1.75   0.00
 1992 278   100    37   9.8   0.0   9.8  0.00  1.37 *****   5.0   4.8  1.37  1.37  0.00  0.21   1.84   0.00
 1992 279   101    38   9.9   0.0   9.9  0.00  1.36 *****   5.0   4.9  1.36  1.36  0.00  0.22   1.94   0.00
 1992 280   102    39   9.9   0.0   9.9  0.00  1.35 *****   4.9   5.0  1.35  1.35  0.00  0.22   2.03   0.00
 1992 281   103    40   9.9   0.0   9.9  0.00  1.34 *****   4.9   5.0  1.34  1.34  0.00  0.22   2.13   0.00
 1992 282   104    41  10.0   0.0  10.0  0.00  1.33 *****   4.9   5.1  1.33  1.33  0.00  0.23   2.23   0.00
 1992 283   105    42  10.0   0.0  10.0  0.00  1.32 *****   4.9   5.2  1.32  1.32  0.00  0.24   2.33   0.00
 1992 284   106    43  10.1   0.0  10.1  0.00  1.32 *****   4.8   5.2  1.32  1.32  0.00  0.24   2.43   0.00
 1992 285   107    44  10.1   0.0  10.1  0.00  1.31 *****   4.8   5.3  1.31  1.31  0.00  0.25   2.54   0.00
 1992 286   108    45  10.2   0.0  10.2  0.00  1.30 *****   4.8   5.4  1.30  1.30  0.00  0.25   2.65   0.00
 1992 287   109    46  10.3   0.0  10.3  0.00  1.29 *****   4.8   5.5  1.29  1.29  0.00  0.26   2.76   0.00
 1992 288   110    47  10.3   0.0  10.3  0.00  1.29 *****   4.8   5.6  1.29  1.29  0.00  0.27   2.87   0.00
 1992 289   111    48  10.4   0.0  10.4  0.00  1.28 *****   4.7   5.6  1.28  1.28  0.00  0.27   2.98   0.00
 1992 290   112    49  10.4   0.0  10.4  0.00  1.28 *****   4.7   5.7  1.28  1.28  0.00  0.28   3.10   0.00
 1992 291   113    50  10.5   0.0  10.5  0.00  1.28 *****   4.7   5.8  1.28  1.28  0.00  0.29   3.21   0.00
 1992 292   114    51  10.5   0.0  10.5  0.00  1.27 *****   4.7   5.8  1.27  1.27  0.00  0.29   3.33   0.00
 1992 293   115    52  10.6   0.0  10.6  0.00  1.26 *****   4.7   5.9  1.26  1.26  0.00  0.30   3.45   0.00
 1992 294   116    53  10.6   0.0  10.6  0.00  1.25 *****   4.6   6.0  1.25  1.25  0.00  0.30   3.58   0.00
 1992 295   117    54  10.6   0.0  10.6  0.00  1.24 *****   4.6   6.0  1.24  1.24  0.00  0.31   3.70   0.00
 1992 296   118    55  10.6   0.0  10.6  0.00  1.23 *****   4.6   6.1  1.23  1.23  0.00  0.31   3.83   0.00
 1992 297   119    56  10.7   0.0  10.7  0.00  1.23 *****   4.6   6.2  1.23  1.23  0.00  0.32   3.96   0.00
 1992 298   120    57  10.8   0.0  10.8  0.00  1.24 *****   4.6   6.2  1.24  1.24  0.00  0.34   4.09   0.00
 1992 299   121    58  10.9   0.0  10.9  0.00  1.24 *****   4.6   6.3  1.24  1.24  0.00  0.35   4.22   0.00
 1992 300   122    59  11.0   0.0  11.0  0.00  1.24 *****   4.6   6.4  1.24  1.24  0.00  0.36   4.36   0.00
 1992 301   123    60  11.1   0.0  11.1  0.00  1.24 *****   4.6   6.4  1.24  1.24  0.00  0.37   4.50   0.00
 1992 302   124    61  11.5   0.0  11.5  0.00  1.27 *****   4.8   6.7  1.27  1.27  0.00  0.43   4.64   0.00
 1992 303   125    62  11.8   0.0  11.8  0.00  1.31 *****   4.9   6.9  1.31  1.31  0.00  0.48   4.78   0.00
 1992 304   126    63  11.9   0.0  11.9  0.00  1.31 *****   4.9   7.0  1.31  1.31  0.00  0.50   4.93   0.00
 1992 305   127    64  12.0   0.0  12.0  0.00  1.31 *****   4.9   7.1  1.31  1.31  0.00  0.52   5.08   0.00
 1992 306   128    65  12.3   0.0  12.3  0.00  1.33 *****   5.0   7.3  1.33  1.33  0.00  0.57   5.22   0.00
 1992 307   129    66  12.4   0.0  12.4  0.00  1.33 *****   5.0   7.4  1.33  1.33  0.00  0.59   5.37   0.00
 1992 308   130    67  12.5   0.0  12.5  0.00  1.33 *****   5.0   7.5  1.33  1.33  0.00  0.61   5.52   0.00
 1992 309   131    68  12.9   0.0  12.9  0.00  1.36 *****   5.1   7.8  1.36  1.36  0.00  0.67   5.67   0.00
 1992 310   132    69  13.0   0.0  13.0  0.00  1.36 *****   5.1   7.9  1.36  1.36  0.00  0.70   5.82   0.00
 1992 311   133    70  13.3   0.0  13.3  0.00  1.38 *****   5.2   8.2  1.38  1.38  0.00  0.77   5.96   0.00
 1992 312   134    71  13.5   0.0  13.5  0.00  1.38 *****   5.2   8.3  1.38  1.38  0.00  0.81   6.11   0.00
 1992 313   135    72  13.7   2.5  11.2  0.82  1.63 *****   6.1   5.1  1.63  1.63  0.00  1.01   6.26   0.15
 1992 314   136    73  13.9   2.7  11.2  0.86  1.63 *****   6.1   5.1  1.63  1.63  0.00  1.01   6.41   0.34
 1992 315   137    74  14.1   2.9  11.2  0.91  1.61 *****   6.1   5.1  1.61  1.61  0.00  1.02   6.56   0.53
 1992 316   138    75  14.3   3.1  11.2  0.96  1.60 *****   6.0   5.2  1.60  1.60  0.00  1.02   6.71   0.72
 1992 317   139    76  14.5   3.3  11.2  1.01  1.59 *****   6.0   5.2  1.59  1.59  0.00  1.03   6.86   0.91
 1992 318   140    77  14.7   3.5  11.2  1.05  1.58 *****   5.9   5.3  1.58  1.58  0.00  1.03   7.01   1.10
 1992 319   141    78  14.9   3.7  11.2  1.06  1.60 *****   6.0   5.2  1.60  1.60  0.00  1.04   7.16   1.29
 1992 320   142    79  15.1   3.9  11.2  1.06  1.63 *****   6.0   5.1  1.63  1.63  0.00  1.05   7.31   1.48
 1992 321   143    80  15.3   4.1  11.2  1.07  1.65 *****   6.1   5.1  1.65  1.65  0.00  1.05   7.45   1.67
 1992 322   144    81  15.5   4.3  11.2  1.08  1.67 *****   6.2   5.0  1.67  1.67  0.00  1.06   7.60   1.86
 1992 323   145    82  15.7   4.5  11.2  1.08  1.69 *****   6.2   5.0  1.69  1.69  0.00  1.06   7.75   2.05
 1992 324   146    83  16.0   4.8  11.2  1.09  1.72 *****   6.3   4.9  1.72  1.72  0.00  1.07   7.90   2.24
 1992 325   147    84  16.2   5.0  11.2  1.09  1.74 *****   6.4   4.8  1.74  1.74  0.00  1.08   8.05   2.43
 1992 326   148    85  16.4   5.2  11.2  1.10  1.76 *****   6.4   4.8  1.76  1.76  0.00  1.08   8.20   2.62
 1992 327   149    86  16.6   5.4  11.2  1.11  1.78 *****   6.5   4.7  1.78  1.78  0.00  1.09   8.35   2.81
 1992 328   150    87  16.8   5.6  11.2  1.12  1.81 *****   6.5   4.7  1.81  1.81  0.00  1.10   8.50   3.00
 1992 329   151    88  17.0   5.9  11.2  1.12  1.83 *****   6.6   4.6  1.83  1.83  0.00  1.10   8.65   3.19
 1992 330   152    89  17.3   6.1  11.2  1.13  1.85 *****   6.7   4.5  1.85  1.85  0.00  1.11   8.80   3.38
 1992 331   153    90  17.5   6.3  11.2  1.14  1.87 *****   6.7   4.5  1.87  1.87  0.00  1.12   8.96   3.57
 1992 332   154    91  17.7   6.5  11.2  1.16  1.89 *****   6.8   4.4  1.89  1.89  0.00  1.13   9.11   3.76
 1992 333   155    92  17.9   6.7  11.2  1.17  1.92 *****   6.8   4.4  1.92  1.92  0.00  1.13   9.26   3.95
 1992 334   156    93  18.1   6.9  11.2  1.18  1.93 *****   6.9   4.3  1.93  1.93  0.00  1.14   9.41   4.14
 1992 335   157    94  18.3   7.1  11.2  1.19  1.95 *****   6.9   4.3  1.95  1.95  0.00  1.15   9.56   4.33
 1992 336   158    95  18.5   7.3  11.2  1.20  1.96 *****   7.0   4.2  1.96  1.96  0.00  1.16   9.71   4.51
 1992 337   159    96  18.7   7.5  11.2  1.23  1.96 *****   7.0   4.2  1.96  1.96  0.00  1.17   9.86   4.70
 1992 338   160    97  18.7   7.5  11.2  1.23  1.96 *****   7.0   4.2  1.96  1.96  0.00  1.17   9.86   4.70
 1992 339   161    98  18.7   7.5  11.2  1.23  1.96 *****   7.0   4.2  1.96  1.96  0.00  1.17   9.86   4.70

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      DEC 02, 2018; 12:33:59
                                                                                
*RUN 136        : 93_05                     RICER046 SSKT0005    8              
 MODEL          : RICER046 - Rice                                               
 EXPERIMENT     : SSKT0005 RI mulation, Thailand                                
 DATA PATH      : C:\DSSAT46\Rice\                                              
 TREATMENT  8   : 93_05                     RICER046                            
  
@YEAR DOY   DAS   DAP  CNAD  GNAD  VNAD  GN%D  VN%D  NUPC  LNAD  SNAD  LN%D  SN%D  SHND  RN%D  SNN0C  SNN1C                                 
 1993 241    63     0   9.7   0.0   9.7  0.00  3.40 *****   8.7   1.0  3.40  3.40  0.00  0.68   0.00   0.00
 1993 242    64     1  11.0   0.0  11.0  0.00  3.87 *****   9.9   1.1  3.87  3.87  0.00  1.17   0.00   0.00
 1993 243    65     2  11.3   0.0  11.3  0.00  3.98 *****  10.2   1.1  3.98  3.98  0.00  1.33   0.01   0.00
 1993 244    66     3  11.3   0.0  11.3  0.00  3.96 *****  10.2   1.1  3.96  3.96  0.00  1.23   0.01   0.14
 1993 245    67     4  11.3   0.0  11.3  0.00  3.95 *****  10.2   1.1  3.95  3.95  0.00  1.31   0.02   0.29
 1993 246    68     5  11.3   0.0  11.3  0.00  3.93 *****  10.2   1.1  3.93  3.93  0.00  1.25   0.02   0.46
 1993 247    69     6  11.3   0.0  11.3  0.00  3.91 *****  10.2   1.1  3.91  3.91  0.00  1.17   0.03   0.64
 1993 248    70     7  11.3   0.0  11.3  0.00  3.78 *****  10.0   1.2  3.78  3.78  0.00  1.13   0.03   0.83
 1993 249    71     8  11.3   0.0  11.3  0.00  3.50 *****   9.8   1.5  3.50  3.50  0.00  1.08   0.04   1.03
 1993 250    72     9  12.6   0.0  12.6  0.00  3.43 *****  10.4   2.2  3.43  3.43  0.00  1.04   0.04   1.23
 1993 251    73    10  13.9   0.0  13.9  0.00  3.38 *****  11.1   2.8  3.38  3.38  0.00  1.02   0.05   1.43
 1993 252    74    11  15.5   0.0  15.5  0.00  3.36 *****  11.9   3.6  3.36  3.36  0.00  1.02   0.05   1.63
 1993 253    75    12  17.1   0.0  17.1  0.00  3.36 *****  12.8   4.3  3.36  3.36  0.00  1.03   0.06   1.84
 1993 254    76    13  19.2   0.0  19.2  0.00  3.35 *****  13.9   5.2  3.35  3.35  0.00  1.03   0.06   2.06
 1993 255    77    14  21.9   0.0  21.9  0.00  3.34 *****  15.4   6.5  3.34  3.34  0.00  1.04   0.07   2.29
 1993 256    78    15  24.4   0.0  24.4  0.00  3.31 *****  16.8   7.6  3.31  3.31  0.00  1.04   0.07   2.54
 1993 257    79    16  27.1   0.0  27.1  0.00  3.30 *****  18.2   8.9  3.30  3.30  0.00  1.04   0.08   2.80
 1993 258    80    17  28.9   0.0  28.9  0.00  3.08 *****  19.0   9.9  3.08  3.08  0.00  1.00   0.08   3.07
 1993 259    81    18  30.0   0.0  30.0  0.00  2.88 *****  19.4  10.6  2.88  2.88  0.00  0.97   0.10   3.07
 1993 260    82    19  30.2   0.0  30.2  0.00  2.64 *****  19.3  11.0  2.64  2.64  0.00  0.92   0.13   3.07
 1993 261    83    20  30.9   0.0  30.9  0.00  2.50 *****  19.1  11.7  2.50  2.50  0.00  0.89   0.17   3.07
 1993 262    84    21  31.2   0.0  31.2  0.00  2.36 *****  18.8  12.3  2.36  2.36  0.00  0.86   0.22   3.07
 1993 263    85    22  31.5   0.0  31.5  0.00  2.26 *****  18.6  12.9  2.26  2.26  0.00  0.84   0.28   3.07
 1993 264    86    23  32.3   0.0  32.3  0.00  2.18 *****  18.5  13.8  2.18  2.18  0.00  0.82   0.34   3.07
 1993 265    87    24  32.6   0.0  32.6  0.00  2.08 *****  18.2  14.5  2.08  2.08  0.00  0.80   0.42   3.07
 1993 266    88    25  33.0   0.0  33.0  0.00  2.01 *****  18.0  15.0  2.01  2.01  0.00  0.79   0.51   3.07
 1993 267    89    26  33.3   0.0  33.3  0.00  1.94 *****  17.7  15.6  1.94  1.94  0.00  0.77   0.61   3.07
 1993 268    90    27  33.6   0.0  33.6  0.00  1.88 *****  17.4  16.2  1.88  1.88  0.00  0.76   0.72   3.07
 1993 269    91    28  34.0   0.0  34.0  0.00  1.82 *****  17.1  16.8  1.82  1.82  0.00  0.76   0.83   3.07
 1993 270    92    29  34.3   0.0  34.3  0.00  1.78 *****  16.9  17.4  1.78  1.78  0.00  0.75   0.96   3.07
 1993 271    93    30  35.3   0.0  35.3  0.00  1.78 *****  17.1  18.3  1.78  1.78  0.00  0.76   1.10   3.07
 1993 272    94    31  36.1   0.0  36.1  0.00  1.76 *****  17.1  19.0  1.76  1.76  0.00  0.76   1.24   3.07
 1993 273    95    32  36.3   0.0  36.3  0.00  1.73 *****  16.9  19.4  1.73  1.73  0.00  0.75   1.40   3.07
 1993 274    96    33  36.5   0.0  36.5  0.00  1.69 *****  16.7  19.9  1.69  1.69  0.00  0.75   1.56   3.07
 1993 275    97    34  37.1   0.0  37.1  0.00  1.68 *****  16.7  20.5  1.68  1.68  0.00  0.75   1.74   3.07
 1993 276    98    35  37.2   0.0  37.2  0.00  1.64 *****  16.4  20.7  1.64  1.64  0.00  0.75   1.92   3.07
 1993 277    99    36  37.4   0.0  37.4  0.00  1.61 *****  16.2  21.1  1.61  1.61  0.00  0.74   2.11   3.07
 1993 278   100    37  37.6   0.0  37.6  0.00  1.59 *****  16.1  21.5  1.59  1.59  0.00  0.74   2.31   3.07
 1993 279   101    38  37.7   0.0  37.7  0.00  1.55 *****  15.9  21.8  1.55  1.55  0.00  0.74   2.52   3.07
 1993 280   102    39  37.8   0.0  37.8  0.00  1.52 *****  15.7  22.1  1.52  1.52  0.00  0.74   2.74   3.07
 1993 281   103    40  37.9   0.0  37.9  0.00  1.50 *****  15.5  22.4  1.50  1.50  0.00  0.73   2.97   3.07
 1993 282   104    41  37.9   0.0  37.9  0.00  1.47 *****  15.3  22.6  1.47  1.47  0.00  0.73   3.21   3.07
 1993 283   105    42  38.0   0.0  38.0  0.00  1.44 *****  15.1  22.8  1.44  1.44  0.00  0.73   3.46   3.07
 1993 284   106    43  38.0   0.0  38.0  0.00  1.42 *****  15.0  23.1  1.42  1.42  0.00  0.73   3.71   3.07
 1993 285   107    44  38.0   0.0  38.0  0.00  1.40 *****  14.8  23.2  1.40  1.40  0.00  0.72   3.97   3.07
 1993 286   108    45  38.1   0.0  38.1  0.00  1.38 *****  14.6  23.4  1.38  1.38  0.00  0.72   4.25   3.07
 1993 287   109    46  38.1   0.0  38.1  0.00  1.36 *****  14.5  23.6  1.36  1.36  0.00  0.72   4.53   3.07
 1993 288   110    47  38.1   0.0  38.1  0.00  1.35 *****  14.4  23.7  1.35  1.35  0.00  0.72   4.81   3.07
 1993 289   111    48  38.1   0.0  38.1  0.00  1.33 *****  14.2  23.9  1.33  1.33  0.00  0.72   5.11   3.07
 1993 290   112    49  39.4   0.0  39.4  0.00  1.37 *****  14.6  24.8  1.37  1.37  0.00  0.74   5.42   3.07
 1993 291   113    50  39.4   0.0  39.4  0.00  1.36 *****  14.5  24.9  1.36  1.36  0.00  0.74   5.73   3.07
 1993 292   114    51  40.0   0.0  40.0  0.00  1.36 *****  14.6  25.4  1.36  1.36  0.00  0.74   6.05   3.07
 1993 293   115    52  40.0   0.0  40.0  0.00  1.34 *****  14.4  25.6  1.34  1.34  0.00  0.74   6.38   3.07
 1993 294   116    53  40.0   0.0  40.0  0.00  1.33 *****  14.3  25.7  1.33  1.33  0.00  0.74   6.72   3.07
 1993 295   117    54  40.1   0.0  40.1  0.00  1.32 *****  14.2  25.9  1.32  1.32  0.00  0.74   7.07   3.07
 1993 296   118    55  40.1   0.0  40.1  0.00  1.30 *****  14.1  26.1  1.30  1.30  0.00  0.74   7.42   3.07
 1993 297   119    56  40.1   0.0  40.1  0.00  1.29 *****  14.0  26.2  1.29  1.29  0.00  0.74   7.78   3.07
 1993 298   120    57  40.7   0.0  40.7  0.00  1.30 *****  14.0  26.7  1.30  1.30  0.00  0.75   8.16   3.07
 1993 299   121    58  41.0   0.0  41.0  0.00  1.29 *****  14.0  27.0  1.29  1.29  0.00  0.75   8.53   3.07
 1993 300   122    59  41.0   0.0  41.0  0.00  1.28 *****  13.9  27.1  1.28  1.28  0.00  0.75   8.92   3.07
 1993 301   123    60  41.0   0.0  41.0  0.00  1.27 *****  13.8  27.2  1.27  1.27  0.00  0.75   9.32   3.07
 1993 302   124    61  41.0   0.0  41.0  0.00  1.25 *****  13.7  27.3  1.25  1.25  0.00  0.75   9.72   3.07
 1993 303   125    62  41.9   0.0  41.9  0.00  1.27 *****  13.8  28.1  1.27  1.27  0.00  0.76  10.13   3.07
 1993 304   126    63  41.9   0.0  41.9  0.00  1.25 *****  13.7  28.2  1.25  1.25  0.00  0.76  10.55   3.07
 1993 305   127    64  41.9   0.0  41.9  0.00  1.24 *****  13.6  28.3  1.24  1.24  0.00  0.76  10.98   3.07
 1993 306   128    65  41.9   0.0  41.9  0.00  1.23 *****  13.5  28.4  1.23  1.23  0.00  0.76  11.42   3.07
 1993 307   129    66  42.2   0.0  42.2  0.00  1.22 *****  13.5  28.7  1.22  1.22  0.00  0.76  11.86   3.07
 1993 308   130    67  42.2   0.0  42.2  0.00  1.21 *****  13.4  28.9  1.21  1.21  0.00  0.76  12.31   3.07
